AREA_NAME,YEAR,CATEGORY,AUTO_THEFT_COORDINATED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
WEST BENGAL,2003, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),4,7,17
ANDAMAN & NICOBAR ISLANDS,2003, OTHER MOTOR VEHICLES,0,0,1
ANDHRA PRADESH,2003, OTHER MOTOR VEHICLES,43,196,478
ARUNACHAL PRADESH,2003, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2003, OTHER MOTOR VEHICLES,0,7,49
BIHAR,2003, OTHER MOTOR VEHICLES,0,14,32
CHANDIGARH,2003, OTHER MOTOR VEHICLES,0,2,2
CHHATTISGARH,2003, OTHER MOTOR VEHICLES,0,20,276
DADRA & NAGAR HAVELI,2003, OTHER MOTOR VEHICLES,0,1,1
DAMAN & DIU,2003, OTHER MOTOR VEHICLES,0,0,0
DELHI,2003, OTHER MOTOR VEHICLES,33,186,571
GUJARAT,2003, OTHER MOTOR VEHICLES,49,116,367
HARYANA,2003, OTHER MOTOR VEHICLES,9,127,349
HIMACHAL PRADESH,2003, OTHER MOTOR VEHICLES,0,2,5
JAMMU & KASHMIR,2003, OTHER MOTOR VEHICLES,2,30,69
JHARKHAND,2003, OTHER MOTOR VEHICLES,0,8,19
KARNATAKA,2003, OTHER MOTOR VEHICLES,1,145,334
KERALA,2003, OTHER MOTOR VEHICLES,0,14,62
MADHYA PRADESH,2003, OTHER MOTOR VEHICLES,0,98,191
MAHARASHTRA,2003, OTHER MOTOR VEHICLES,29,59,103
MANIPUR,2003, OTHER MOTOR VEHICLES,0,0,4
MEGHALAYA,2003, OTHER MOTOR VEHICLES,0,0,5
MIZORAM,2003, OTHER MOTOR VEHICLES,0,5,5
NAGALAND,2003, OTHER MOTOR VEHICLES,0,7,12
ODISHA,2003, OTHER MOTOR VEHICLES,3,73,254
PUDUCHERRY,2003, OTHER MOTOR VEHICLES,1,1,2
PUNJAB,2003, OTHER MOTOR VEHICLES,7,24,43
RAJASTHAN,2003, OTHER MOTOR VEHICLES,1,13,36
TAMIL NADU,2003, OTHER MOTOR VEHICLES,34,52,60
UTTAR PRADESH,2003, OTHER MOTOR VEHICLES,1,47,114
UTTARAKHAND,2003, OTHER MOTOR VEHICLES,0,4,18
WEST BENGAL,2003, OTHER MOTOR VEHICLES,0,78,122
ANDAMAN & NICOBAR ISLANDS,2004, CYCLES/ SCOOTERS,0,8,8
ANDHRA PRADESH,2004, CYCLES/ SCOOTERS,254,1705,3857
ARUNACHAL PRADESH,2004, CYCLES/ SCOOTERS,0,31,75
ASSAM,2004, CYCLES/ SCOOTERS,0,84,551
BIHAR,2004, CYCLES/ SCOOTERS,0,257,1829
CHANDIGARH,2004, CYCLES/ SCOOTERS,0,112,364
CHHATTISGARH,2004, CYCLES/ SCOOTERS,0,416,1131
DADRA & NAGAR HAVELI,2004, CYCLES/ SCOOTERS,0,8,15
DAMAN & DIU,2004, CYCLES/ SCOOTERS,0,4,10
DELHI,2004, CYCLES/ SCOOTERS,125,871,4342
GOA,2004, CYCLES/ SCOOTERS,5,38,112
GUJARAT,2004, CYCLES/ SCOOTERS,456,1798,6075
HARYANA,2004, CYCLES/ SCOOTERS,0,1013,2420
HIMACHAL PRADESH,2004, CYCLES/ SCOOTERS,6,42,82
JAMMU & KASHMIR,2004, CYCLES/ SCOOTERS,9,76,313
JHARKHAND,2004, CYCLES/ SCOOTERS,0,57,597
KARNATAKA,2004, CYCLES/ SCOOTERS,113,1146,4578
KERALA,2004, CYCLES/ SCOOTERS,0,497,1233
MADHYA PRADESH,2004, CYCLES/ SCOOTERS,160,1527,5481
MAHARASHTRA,2004, CYCLES/ SCOOTERS,323,2832,8748
MANIPUR,2004, CYCLES/ SCOOTERS,0,4,106
MEGHALAYA,2004, CYCLES/ SCOOTERS,0,9,38
MIZORAM,2004, CYCLES/ SCOOTERS,0,0,0
NAGALAND,2004, CYCLES/ SCOOTERS,0,10,24
ODISHA,2004, CYCLES/ SCOOTERS,145,344,1300
PUDUCHERRY,2004, CYCLES/ SCOOTERS,0,176,313
PUNJAB,2004, CYCLES/ SCOOTERS,165,267,629
RAJASTHAN,2004, CYCLES/ SCOOTERS,84,1263,5434
TAMIL NADU,2004, CYCLES/ SCOOTERS,2357,2561,3645
TRIPURA,2004, CYCLES/ SCOOTERS,0,12,28
UTTAR PRADESH,2004, CYCLES/ SCOOTERS,25,1315,6449
UTTARAKHAND,2004, CYCLES/ SCOOTERS,0,91,387
WEST BENGAL,2004, CYCLES/ SCOOTERS,0,358,2093
ANDHRA PRADESH,2004, CAR/TAXI/JEEP,38,182,414
ARUNACHAL PRADESH,2004, CAR/TAXI/JEEP,0,0,0
ASSAM,2004, CAR/TAXI/JEEP,0,52,249
BIHAR,2004, CAR/TAXI/JEEP,0,32,185
CHANDIGARH,2004, CAR/TAXI/JEEP,0,98,289
CHHATTISGARH,2004, CAR/TAXI/JEEP,0,22,56
DADRA & NAGAR HAVELI,2004, CAR/TAXI/JEEP,0,2,5
DAMAN & DIU,2004, CAR/TAXI/JEEP,0,1,2
DELHI,2004, CAR/TAXI/JEEP,178,647,3850
GOA,2004, CAR/TAXI/JEEP,0,4,9
GUJARAT,2004, CAR/TAXI/JEEP,46,217,596
HARYANA,2004, CAR/TAXI/JEEP,0,379,929
HIMACHAL PRADESH,2004, CAR/TAXI/JEEP,6,45,108
JAMMU & KASHMIR,2004, CAR/TAXI/JEEP,3,46,179
JHARKHAND,2004, CAR/TAXI/JEEP,0,43,104
KARNATAKA,2004, CAR/TAXI/JEEP,1,203,872
KERALA,2004, CAR/TAXI/JEEP,0,208,437
MADHYA PRADESH,2004, CAR/TAXI/JEEP,10,160,484
MAHARASHTRA,2004, CAR/TAXI/JEEP,44,564,2136
MANIPUR,2004, CAR/TAXI/JEEP,0,0,2
MEGHALAYA,2004, CAR/TAXI/JEEP,0,23,91
MIZORAM,2004, CAR/TAXI/JEEP,0,0,0
NAGALAND,2004, CAR/TAXI/JEEP,11,10,49
ODISHA,2004, CAR/TAXI/JEEP,4,13,21
PUDUCHERRY,2004, CAR/TAXI/JEEP,0,2,4
PUNJAB,2004, CAR/TAXI/JEEP,108,160,440
RAJASTHAN,2004, CAR/TAXI/JEEP,13,266,859
SIKKIM,2004, CAR/TAXI/JEEP,0,3,3
TAMIL NADU,2004, CAR/TAXI/JEEP,71,95,128
TRIPURA,2004, CAR/TAXI/JEEP,0,4,4
UTTAR PRADESH,2004, CAR/TAXI/JEEP,60,343,1793
UTTARAKHAND,2004, CAR/TAXI/JEEP,0,18,74
WEST BENGAL,2004, CAR/TAXI/JEEP,0,104,250
ANDHRA PRADESH,2004, BUSES,2,6,15
ARUNACHAL PRADESH,2004, BUSES,0,0,0
ASSAM,2004, BUSES,0,4,21
BIHAR,2004, BUSES,0,0,0
CHANDIGARH,2004, BUSES,0,1,2
CHHATTISGARH,2004, BUSES,0,0,0
DELHI,2004, BUSES,2,3,10
GUJARAT,2004, BUSES,1,24,46
HARYANA,2004, BUSES,0,2,2
HIMACHAL PRADESH,2004, BUSES,0,1,1
KARNATAKA,2004, BUSES,1,9,12
KERALA,2004, BUSES,0,4,4
MADHYA PRADESH,2004, BUSES,0,2,7
MAHARASHTRA,2004, BUSES,0,9,21
MANIPUR,2004, BUSES,0,0,0
MEGHALAYA,2004, BUSES,0,0,0
MIZORAM,2004, BUSES,0,0,0
NAGALAND,2004, BUSES,0,0,0
ODISHA,2004, BUSES,0,2,35
PUDUCHERRY,2004, BUSES,0,1,1
PUNJAB,2004, BUSES,0,1,1
RAJASTHAN,2004, BUSES,0,11,12
SIKKIM,2004, BUSES,0,0,0
TAMIL NADU,2004, BUSES,2,2,2
UTTAR PRADESH,2004, BUSES,0,14,24
UTTARAKHAND,2004, BUSES,0,1,1
WEST BENGAL,2004, BUSES,0,0,0
ANDHRA PRADESH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,16
ARUNACHAL PRADESH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ASSAM,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,2
BIHAR,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,7,16
CHANDIGARH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,7
CHHATTISGARH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
DELHI,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),31,152,264
GOA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,3
GUJARAT,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),16,22,44
HARYANA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,180,288
HIMACHAL PRADESH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,11
JAMMU & KASHMIR,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
KARNATAKA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),5,21,52
KERALA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,16,42
MADHYA PRADESH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,44,69
MAHARASHTRA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),30,141,250
MANIPUR,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
MEGHALAYA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,7
MIZORAM,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
NAGALAND,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
ODISHA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
PUDUCHERRY,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,2
PUNJAB,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),11,31,59
RAJASTHAN,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,30,60
TAMIL NADU,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),25,25,29
TRIPURA,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,4
UTTAR PRADESH,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,24,60
UTTARAKHAND,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,2
WEST BENGAL,2004, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,7
ANDAMAN & NICOBAR ISLANDS,2004, OTHER MOTOR VEHICLES,0,1,1
ANDHRA PRADESH,2004, OTHER MOTOR VEHICLES,25,273,439
ARUNACHAL PRADESH,2004, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2004, OTHER MOTOR VEHICLES,0,26,71
BIHAR,2004, OTHER MOTOR VEHICLES,0,16,53
CHANDIGARH,2004, OTHER MOTOR VEHICLES,0,4,12
CHHATTISGARH,2004, OTHER MOTOR VEHICLES,0,64,129
DADRA & NAGAR HAVELI,2004, OTHER MOTOR VEHICLES,0,4,4
DELHI,2004, OTHER MOTOR VEHICLES,10,448,458
GOA,2004, OTHER MOTOR VEHICLES,0,1,1
GUJARAT,2004, OTHER MOTOR VEHICLES,9,90,175
HARYANA,2004, OTHER MOTOR VEHICLES,0,38,96
HIMACHAL PRADESH,2004, OTHER MOTOR VEHICLES,0,5,11
JAMMU & KASHMIR,2004, OTHER MOTOR VEHICLES,1,18,80
JHARKHAND,2004, OTHER MOTOR VEHICLES,0,14,17
KARNATAKA,2004, OTHER MOTOR VEHICLES,4,106,219
KERALA,2004, OTHER MOTOR VEHICLES,0,0,1
MADHYA PRADESH,2004, OTHER MOTOR VEHICLES,19,108,205
MAHARASHTRA,2004, OTHER MOTOR VEHICLES,25,75,152
MANIPUR,2004, OTHER MOTOR VEHICLES,0,0,0
MEGHALAYA,2004, OTHER MOTOR VEHICLES,0,3,4
MIZORAM,2004, OTHER MOTOR VEHICLES,0,0,0
NAGALAND,2004, OTHER MOTOR VEHICLES,1,4,48
ODISHA,2004, OTHER MOTOR VEHICLES,9,15,48
PUDUCHERRY,2004, OTHER MOTOR VEHICLES,0,2,2
PUNJAB,2004, OTHER MOTOR VEHICLES,8,31,59
RAJASTHAN,2004, OTHER MOTOR VEHICLES,1,13,30
SIKKIM,2004, OTHER MOTOR VEHICLES,0,2,3
TAMIL NADU,2004, OTHER MOTOR VEHICLES,176,184,201
UTTAR PRADESH,2004, OTHER MOTOR VEHICLES,0,57,126
UTTARAKHAND,2004, OTHER MOTOR VEHICLES,0,2,7
WEST BENGAL,2004, OTHER MOTOR VEHICLES,0,70,318
ANDAMAN & NICOBAR ISLANDS,2005, CYCLES/ SCOOTERS,0,5,5
ANDHRA PRADESH,2005, CYCLES/ SCOOTERS,0,2360,4659
ARUNACHAL PRADESH,2005, CYCLES/ SCOOTERS,0,32,117
ASSAM,2005, CYCLES/ SCOOTERS,11,181,551
BIHAR,2005, CYCLES/ SCOOTERS,0,197,1983
CHANDIGARH,2005, CYCLES/ SCOOTERS,0,129,368
CHHATTISGARH,2005, CYCLES/ SCOOTERS,0,522,1426
DADRA & NAGAR HAVELI,2005, CYCLES/ SCOOTERS,0,3,14
DAMAN & DIU,2005, CYCLES/ SCOOTERS,4,5,18
DELHI,2005, CYCLES/ SCOOTERS,143,997,4574
GOA,2005, CYCLES/ SCOOTERS,0,49,158
GUJARAT,2005, CYCLES/ SCOOTERS,353,1517,6199
HARYANA,2005, CYCLES/ SCOOTERS,0,1227,3696
HIMACHAL PRADESH,2005, CYCLES/ SCOOTERS,0,27,65
JAMMU & KASHMIR,2005, CYCLES/ SCOOTERS,7,52,291
JHARKHAND,2005, CYCLES/ SCOOTERS,6,108,476
KARNATAKA,2005, CYCLES/ SCOOTERS,81,1054,5073
KERALA,2005, CYCLES/ SCOOTERS,14,367,1203
MADHYA PRADESH,2005, CYCLES/ SCOOTERS,0,1740,5741
MAHARASHTRA,2005, CYCLES/ SCOOTERS,319,2479,9518
MANIPUR,2005, CYCLES/ SCOOTERS,7,7,90
MEGHALAYA,2005, CYCLES/ SCOOTERS,0,4,23
MIZORAM,2005, CYCLES/ SCOOTERS,0,0,0
NAGALAND,2005, CYCLES/ SCOOTERS,0,39,170
ODISHA,2005, CYCLES/ SCOOTERS,105,405,1525
PUDUCHERRY,2005, CYCLES/ SCOOTERS,138,138,224
PUNJAB,2005, CYCLES/ SCOOTERS,152,319,695
RAJASTHAN,2005, CYCLES/ SCOOTERS,260,1027,5425
SIKKIM,2005, CYCLES/ SCOOTERS,0,1,1
TAMIL NADU,2005, CYCLES/ SCOOTERS,2215,2353,3108
TRIPURA,2005, CYCLES/ SCOOTERS,0,6,52
UTTAR PRADESH,2005, CYCLES/ SCOOTERS,64,1292,5895
UTTARAKHAND,2005, CYCLES/ SCOOTERS,0,100,339
WEST BENGAL,2005, CYCLES/ SCOOTERS,25,398,2166
ANDHRA PRADESH,2005, CAR/TAXI/JEEP,0,126,347
ARUNACHAL PRADESH,2005, CAR/TAXI/JEEP,0,1,2
ASSAM,2005, CAR/TAXI/JEEP,3,72,247
BIHAR,2005, CAR/TAXI/JEEP,0,21,83
CHANDIGARH,2005, CAR/TAXI/JEEP,0,64,201
CHHATTISGARH,2005, CAR/TAXI/JEEP,0,47,83
DADRA & NAGAR HAVELI,2005, CAR/TAXI/JEEP,0,0,3
DAMAN & DIU,2005, CAR/TAXI/JEEP,0,0,4
DELHI,2005, CAR/TAXI/JEEP,85,784,3515
GOA,2005, CAR/TAXI/JEEP,0,9,31
GUJARAT,2005, CAR/TAXI/JEEP,34,158,629
HARYANA,2005, CAR/TAXI/JEEP,0,391,1142
HIMACHAL PRADESH,2005, CAR/TAXI/JEEP,0,40,67
JAMMU & KASHMIR,2005, CAR/TAXI/JEEP,4,33,164
JHARKHAND,2005, CAR/TAXI/JEEP,3,27,251
KARNATAKA,2005, CAR/TAXI/JEEP,8,211,606
KERALA,2005, CAR/TAXI/JEEP,0,112,482
MADHYA PRADESH,2005, CAR/TAXI/JEEP,0,225,554
MAHARASHTRA,2005, CAR/TAXI/JEEP,63,378,2129
MANIPUR,2005, CAR/TAXI/JEEP,0,0,2
MEGHALAYA,2005, CAR/TAXI/JEEP,0,14,90
MIZORAM,2005, CAR/TAXI/JEEP,0,0,0
NAGALAND,2005, CAR/TAXI/JEEP,0,15,71
ODISHA,2005, CAR/TAXI/JEEP,4,19,51
PUDUCHERRY,2005, CAR/TAXI/JEEP,3,3,9
PUNJAB,2005, CAR/TAXI/JEEP,88,147,357
RAJASTHAN,2005, CAR/TAXI/JEEP,18,247,809
SIKKIM,2005, CAR/TAXI/JEEP,0,3,4
TAMIL NADU,2005, CAR/TAXI/JEEP,54,60,93
TRIPURA,2005, CAR/TAXI/JEEP,0,0,1
UTTAR PRADESH,2005, CAR/TAXI/JEEP,12,306,1477
UTTARAKHAND,2005, CAR/TAXI/JEEP,0,20,102
WEST BENGAL,2005, CAR/TAXI/JEEP,34,56,176
ANDHRA PRADESH,2005, BUSES,0,0,0
ARUNACHAL PRADESH,2005, BUSES,0,0,0
ASSAM,2005, BUSES,0,6,1
BIHAR,2005, BUSES,0,0,0
CHANDIGARH,2005, BUSES,0,0,0
CHHATTISGARH,2005, BUSES,0,0,0
DELHI,2005, BUSES,0,4,7
GUJARAT,2005, BUSES,0,24,55
HARYANA,2005, BUSES,0,9,13
HIMACHAL PRADESH,2005, BUSES,0,1,1
JAMMU & KASHMIR,2005, BUSES,0,0,0
JHARKHAND,2005, BUSES,0,0,2
KARNATAKA,2005, BUSES,0,2,4
KERALA,2005, BUSES,0,11,24
MADHYA PRADESH,2005, BUSES,0,0,0
MAHARASHTRA,2005, BUSES,3,10,13
MANIPUR,2005, BUSES,0,0,0
MEGHALAYA,2005, BUSES,0,0,0
MIZORAM,2005, BUSES,0,0,0
NAGALAND,2005, BUSES,0,0,0
ODISHA,2005, BUSES,0,0,0
PUNJAB,2005, BUSES,0,5,4
RAJASTHAN,2005, BUSES,0,11,25
TAMIL NADU,2005, BUSES,1,1,1
UTTAR PRADESH,2005, BUSES,0,30,72
WEST BENGAL,2005, BUSES,0,0,0
ANDHRA PRADESH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,32,60
ARUNACHAL PRADESH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ASSAM,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,5,134
BIHAR,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,6
CHANDIGARH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,4
CHHATTISGARH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
DADRA & NAGAR HAVELI,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,5,5
DELHI,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),10,52,251
GOA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,6
GUJARAT,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),15,13,35
HARYANA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,112,192
HIMACHAL PRADESH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,13,23
JAMMU & KASHMIR,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,6
JHARKHAND,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,1,8
KARNATAKA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),5,26,70
KERALA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,22,73
MADHYA PRADESH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MAHARASHTRA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),26,85,266
MANIPUR,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MEGHALAYA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,2
MIZORAM,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
NAGALAND,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ODISHA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,7
PUNJAB,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),8,26,75
RAJASTHAN,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,50,109
TAMIL NADU,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),21,21,24
TRIPURA,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,2
UTTAR PRADESH,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,34,65
UTTARAKHAND,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,8
WEST BENGAL,2005, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),4,5,12
ANDAMAN & NICOBAR ISLANDS,2005, OTHER MOTOR VEHICLES,0,1,1
ANDHRA PRADESH,2005, OTHER MOTOR VEHICLES,0,152,399
ARUNACHAL PRADESH,2005, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2005, OTHER MOTOR VEHICLES,0,3,24
BIHAR,2005, OTHER MOTOR VEHICLES,0,5,62
CHANDIGARH,2005, OTHER MOTOR VEHICLES,0,5,6
CHHATTISGARH,2005, OTHER MOTOR VEHICLES,0,73,110
DAMAN & DIU,2005, OTHER MOTOR VEHICLES,0,2,5
DELHI,2005, OTHER MOTOR VEHICLES,17,412,536
GUJARAT,2005, OTHER MOTOR VEHICLES,11,64,180
HARYANA,2005, OTHER MOTOR VEHICLES,0,112,233
HIMACHAL PRADESH,2005, OTHER MOTOR VEHICLES,0,13,16
JAMMU & KASHMIR,2005, OTHER MOTOR VEHICLES,0,20,43
JHARKHAND,2005, OTHER MOTOR VEHICLES,0,7,36
KARNATAKA,2005, OTHER MOTOR VEHICLES,0,110,224
KERALA,2005, OTHER MOTOR VEHICLES,0,50,164
MADHYA PRADESH,2005, OTHER MOTOR VEHICLES,0,131,256
MAHARASHTRA,2005, OTHER MOTOR VEHICLES,28,80,287
MANIPUR,2005, OTHER MOTOR VEHICLES,0,0,0
MEGHALAYA,2005, OTHER MOTOR VEHICLES,0,0,4
MIZORAM,2005, OTHER MOTOR VEHICLES,0,0,0
NAGALAND,2005, OTHER MOTOR VEHICLES,1,2,7
ODISHA,2005, OTHER MOTOR VEHICLES,1,8,43
PUDUCHERRY,2005, OTHER MOTOR VEHICLES,2,2,2
PUNJAB,2005, OTHER MOTOR VEHICLES,11,26,59
RAJASTHAN,2005, OTHER MOTOR VEHICLES,2,20,61
TAMIL NADU,2005, OTHER MOTOR VEHICLES,184,189,357
TRIPURA,2005, OTHER MOTOR VEHICLES,0,2,2
UTTAR PRADESH,2005, OTHER MOTOR VEHICLES,1,42,110
UTTARAKHAND,2005, OTHER MOTOR VEHICLES,0,8,72
WEST BENGAL,2005, OTHER MOTOR VEHICLES,0,11,81
ANDAMAN & NICOBAR ISLANDS,2006, CYCLES/ SCOOTERS,0,5,5
ANDHRA PRADESH,2006, CYCLES/ SCOOTERS,79,1754,4554
ARUNACHAL PRADESH,2006, CYCLES/ SCOOTERS,0,22,74
ASSAM,2006, CYCLES/ SCOOTERS,16,248,674
BIHAR,2006, CYCLES/ SCOOTERS,0,275,1700
CHANDIGARH,2006, CYCLES/ SCOOTERS,0,117,361
CHHATTISGARH,2006, CYCLES/ SCOOTERS,80,630,1910
DADRA & NAGAR HAVELI,2006, CYCLES/ SCOOTERS,0,7,12
DAMAN & DIU,2006, CYCLES/ SCOOTERS,0,3,19
DELHI,2006, CYCLES/ SCOOTERS,105,953,4627
GOA,2006, CYCLES/ SCOOTERS,7,52,170
GUJARAT,2006, CYCLES/ SCOOTERS,423,1437,6409
HARYANA,2006, CYCLES/ SCOOTERS,2,1556,4641
HIMACHAL PRADESH,2006, CYCLES/ SCOOTERS,32,38,74
JAMMU & KASHMIR,2006, CYCLES/ SCOOTERS,10,74,287
JHARKHAND,2006, CYCLES/ SCOOTERS,5,235,1118
KARNATAKA,2006, CYCLES/ SCOOTERS,82,1046,4808
KERALA,2006, CYCLES/ SCOOTERS,17,328,1200
LAKSHADWEEP,2006, CYCLES/ SCOOTERS,0,1,2
MADHYA PRADESH,2006, CYCLES/ SCOOTERS,147,1843,6771
MAHARASHTRA,2006, CYCLES/ SCOOTERS,833,3008,10104
MANIPUR,2006, CYCLES/ SCOOTERS,0,6,103
MEGHALAYA,2006, CYCLES/ SCOOTERS,0,9,56
MIZORAM,2006, CYCLES/ SCOOTERS,0,30,37
NAGALAND,2006, CYCLES/ SCOOTERS,5,34,50
ODISHA,2006, CYCLES/ SCOOTERS,174,508,1410
PUDUCHERRY,2006, CYCLES/ SCOOTERS,0,111,304
PUNJAB,2006, CYCLES/ SCOOTERS,301,352,844
RAJASTHAN,2006, CYCLES/ SCOOTERS,331,1055,5716
SIKKIM,2006, CYCLES/ SCOOTERS,0,1,1
TAMIL NADU,2006, CYCLES/ SCOOTERS,2183,2423,2784
TRIPURA,2006, CYCLES/ SCOOTERS,0,3,15
UTTAR PRADESH,2006, CYCLES/ SCOOTERS,28,1605,6571
UTTARAKHAND,2006, CYCLES/ SCOOTERS,0,92,374
WEST BENGAL,2006, CYCLES/ SCOOTERS,22,304,2303
ANDHRA PRADESH,2006, CAR/TAXI/JEEP,19,175,434
ARUNACHAL PRADESH,2006, CAR/TAXI/JEEP,0,0,0
ASSAM,2006, CAR/TAXI/JEEP,7,117,409
BIHAR,2006, CAR/TAXI/JEEP,0,21,49
CHANDIGARH,2006, CAR/TAXI/JEEP,0,50,158
CHHATTISGARH,2006, CAR/TAXI/JEEP,4,39,76
DADRA & NAGAR HAVELI,2006, CAR/TAXI/JEEP,0,1,3
DAMAN & DIU,2006, CAR/TAXI/JEEP,0,4,14
DELHI,2006, CAR/TAXI/JEEP,88,620,4066
GOA,2006, CAR/TAXI/JEEP,3,11,43
GUJARAT,2006, CAR/TAXI/JEEP,34,118,467
HARYANA,2006, CAR/TAXI/JEEP,2,443,1438
HIMACHAL PRADESH,2006, CAR/TAXI/JEEP,41,48,99
JAMMU & KASHMIR,2006, CAR/TAXI/JEEP,5,18,67
JHARKHAND,2006, CAR/TAXI/JEEP,0,10,65
KARNATAKA,2006, CAR/TAXI/JEEP,11,126,503
KERALA,2006, CAR/TAXI/JEEP,2,107,519
MADHYA PRADESH,2006, CAR/TAXI/JEEP,13,145,384
MAHARASHTRA,2006, CAR/TAXI/JEEP,312,541,2252
MANIPUR,2006, CAR/TAXI/JEEP,0,0,9
MEGHALAYA,2006, CAR/TAXI/JEEP,0,6,66
MIZORAM,2006, CAR/TAXI/JEEP,0,14,24
NAGALAND,2006, CAR/TAXI/JEEP,13,16,43
ODISHA,2006, CAR/TAXI/JEEP,15,35,96
PUDUCHERRY,2006, CAR/TAXI/JEEP,0,1,5
PUNJAB,2006, CAR/TAXI/JEEP,145,142,518
RAJASTHAN,2006, CAR/TAXI/JEEP,39,225,1035
SIKKIM,2006, CAR/TAXI/JEEP,0,5,5
TAMIL NADU,2006, CAR/TAXI/JEEP,87,93,131
TRIPURA,2006, CAR/TAXI/JEEP,0,3,12
