AREA_NAME,YEAR,CATEGORY,POLICE_INJURED_BY_CRIMINALS,POLICE_INJURED_BY_RIOTOUS_MOBS,POLICE_INJURED_IN_ACCIDENTS,POLICE_INJURED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_INJURED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_INJURED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_INJURED,POLICE_KILLED_BY_CRIMINALS,POLICE_KILLED_BY_RIOTOUS_MOBS,POLICE_KILLED_IN_ACCIDENTS,POLICE_KILLED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_KILLED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_KILLED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_KILLED
DADRA & NAGAR HAVELI,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004, INSPECTORS,0,1,0,0,0,0,1,0,0,1,0,0,0,1
HARYANA,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004, INSPECTORS,1,0,0,0,5,0,6,0,0,1,0,0,0,1
JHARKHAND,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,3,0,3
KARNATAKA,2004, INSPECTORS,1,11,0,0,0,0,12,0,0,0,0,0,0,0
KERALA,2004, INSPECTORS,5,7,1,0,0,0,13,0,0,0,0,0,0,0
LAKSHADWEEP,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, INSPECTORS,5,2,2,1,0,0,10,0,0,0,0,0,0,0
MAHARASHTRA,2004, INSPECTORS,1,7,2,1,0,0,11,0,0,0,0,0,0,0
MANIPUR,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MEGHALAYA,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, INSPECTORS,1,0,0,0,0,0,1,0,1,1,0,0,0,2
PUDUCHERRY,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2004, INSPECTORS,0,4,0,0,0,0,4,0,0,0,0,0,0,0
SIKKIM,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, INSPECTORS,1,0,2,0,0,0,3,0,0,3,0,0,0,3
TRIPURA,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2004, INSPECTORS,1,1,0,1,0,0,3,0,0,1,0,0,0,1
UTTARAKHAND,2004, INSPECTORS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WEST BENGAL,2004, INSPECTORS,2,5,0,0,0,0,7,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004, GAZETTED OFFICERS,1,2,1,0,0,0,4,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2004, GAZETTED OFFICERS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
HIMACHAL PRADESH,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004, GAZETTED OFFICERS,1,0,0,0,3,0,4,0,0,0,0,2,0,2
JHARKHAND,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,2004, GAZETTED OFFICERS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
KERALA,2004, GAZETTED OFFICERS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
LAKSHADWEEP,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, GAZETTED OFFICERS,6,3,0,0,0,0,9,0,0,2,0,0,0,2
MAHARASHTRA,2004, GAZETTED OFFICERS,0,3,0,1,0,0,4,0,0,0,0,0,0,0
MANIPUR,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2004, GAZETTED OFFICERS,0,3,0,0,0,0,3,0,0,0,0,0,0,0
RAJASTHAN,2004, GAZETTED OFFICERS,0,4,0,0,0,0,4,0,0,1,0,0,0,1
SIKKIM,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,2,0,0,0,2
TRIPURA,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2004, GAZETTED OFFICERS,0,9,0,0,0,0,9,0,0,0,0,0,0,0
UTTARAKHAND,2004, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004, GAZETTED OFFICERS,1,1,1,0,0,0,3,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004, SUB-INSPECTORS,1,4,14,2,1,0,22,0,0,3,0,0,0,3
ARUNACHAL PRADESH,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, SUB-INSPECTORS,0,1,1,0,1,0,3,0,0,1,0,1,0,2
BIHAR,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CHANDIGARH,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2004, SUB-INSPECTORS,0,0,0,1,1,0,2,0,0,0,0,1,0,1
DADRA & NAGAR HAVELI,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, SUB-INSPECTORS,1,1,1,0,0,0,3,2,0,1,0,0,0,3
GOA,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004, SUB-INSPECTORS,1,7,1,1,0,0,10,1,0,1,0,0,0,2
HARYANA,2004, SUB-INSPECTORS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HIMACHAL PRADESH,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004, SUB-INSPECTORS,2,0,0,0,5,0,7,0,0,1,0,0,0,1
JHARKHAND,2004, SUB-INSPECTORS,0,0,0,0,2,0,2,0,0,0,0,3,0,3
KARNATAKA,2004, SUB-INSPECTORS,1,10,0,0,0,0,11,0,0,1,0,0,0,1
KERALA,2004, SUB-INSPECTORS,9,15,2,0,0,0,26,0,0,0,0,0,0,0
LAKSHADWEEP,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, SUB-INSPECTORS,4,0,1,1,0,0,6,0,0,3,0,0,0,3
MAHARASHTRA,2004, SUB-INSPECTORS,1,17,6,1,0,0,25,0,0,2,0,0,0,2
MANIPUR,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,1,0,1,0,2
MEGHALAYA,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, SUB-INSPECTORS,2,2,0,0,0,0,4,0,0,0,0,0,0,0
PUDUCHERRY,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2004, SUB-INSPECTORS,0,2,0,0,0,0,2,0,0,3,0,0,0,3
RAJASTHAN,2004, SUB-INSPECTORS,1,4,3,0,0,0,8,0,0,1,0,0,0,1
SIKKIM,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, SUB-INSPECTORS,2,0,17,0,0,0,19,0,0,5,0,0,0,5
TRIPURA,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTTAR PRADESH,2004, SUB-INSPECTORS,6,4,6,0,1,0,17,0,0,2,0,0,0,2
UTTARAKHAND,2004, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004, SUB-INSPECTORS,6,25,13,3,0,0,47,1,0,0,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, ASSISTANT SUB-INSPECTOS,0,1,5,0,0,0,6,0,1,2,0,0,0,3
ARUNACHAL PRADESH,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2005, ASSISTANT SUB-INSPECTOS,0,0,2,0,0,0,2,0,0,1,0,0,0,1
BIHAR,2005, ASSISTANT SUB-INSPECTOS,16,1,1,0,1,1,20,0,0,0,0,0,0,0
CHANDIGARH,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, ASSISTANT SUB-INSPECTOS,0,2,3,1,0,0,6,0,0,1,0,0,0,1
GOA,2005, ASSISTANT SUB-INSPECTOS,0,4,0,0,0,0,4,0,0,0,0,0,0,0
GUJARAT,2005, ASSISTANT SUB-INSPECTOS,1,5,7,0,0,0,13,1,0,9,0,0,0,10
HARYANA,2005, ASSISTANT SUB-INSPECTOS,5,0,1,0,0,0,6,2,0,5,0,0,0,7
HIMACHAL PRADESH,2005, ASSISTANT SUB-INSPECTOS,3,1,0,1,0,0,5,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005, ASSISTANT SUB-INSPECTOS,0,1,0,0,2,0,3,0,0,1,0,2,0,3
JHARKHAND,2005, ASSISTANT SUB-INSPECTOS,0,2,0,0,1,0,3,0,0,1,0,0,0,1
KARNATAKA,2005, ASSISTANT SUB-INSPECTOS,2,6,2,0,0,0,10,0,0,0,0,0,0,0
KERALA,2005, ASSISTANT SUB-INSPECTOS,1,5,3,0,0,0,9,0,0,0,0,0,0,0
LAKSHADWEEP,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, ASSISTANT SUB-INSPECTOS,9,7,1,0,0,0,17,1,0,2,0,0,0,3
MAHARASHTRA,2005, ASSISTANT SUB-INSPECTOS,2,12,5,1,1,0,21,0,0,9,0,1,0,10
MANIPUR,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2005, ASSISTANT SUB-INSPECTOS,1,3,0,0,3,0,7,0,0,0,0,0,0,0
PUDUCHERRY,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2005, ASSISTANT SUB-INSPECTOS,1,0,0,0,0,0,1,2,0,7,0,0,2,11
RAJASTHAN,2005, ASSISTANT SUB-INSPECTOS,0,2,2,0,0,0,4,0,0,1,0,0,0,1
SIKKIM,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2005, ASSISTANT SUB-INSPECTOS,0,1,2,0,0,0,3,0,0,2,0,0,0,2
UTTARAKHAND,2005, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005, ASSISTANT SUB-INSPECTOS,2,48,7,3,3,0,63,0,1,3,0,0,0,4
ANDAMAN & NICOBAR ISLANDS,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, CONSTABLES,4,30,68,0,8,0,110,1,1,16,0,7,0,25
ARUNACHAL PRADESH,2005, CONSTABLES,0,0,0,14,0,0,14,0,0,0,0,0,0,0
ASSAM,2005, CONSTABLES,0,3,3,0,2,0,8,0,0,5,0,2,0,7
BIHAR,2005, CONSTABLES,0,3,5,1,5,7,21,1,1,12,0,11,0,25
CHANDIGARH,2005, CONSTABLES,0,8,3,0,0,0,11,0,0,1,0,0,0,1
CHHATTISGARH,2005, CONSTABLES,2,0,0,0,3,0,5,3,0,2,0,5,0,10
DADRA & NAGAR HAVELI,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, CONSTABLES,5,14,34,2,0,0,55,0,0,7,0,0,0,7
GOA,2005, CONSTABLES,0,39,0,0,0,0,39,0,0,0,0,0,0,0
GUJARAT,2005, CONSTABLES,6,12,9,0,0,0,27,1,0,21,0,0,0,22
HARYANA,2005, CONSTABLES,8,0,10,0,0,0,18,5,0,28,0,0,0,33
HIMACHAL PRADESH,2005, CONSTABLES,26,3,0,1,0,0,30,0,0,1,0,0,0,1
JAMMU & KASHMIR,2005, CONSTABLES,0,28,0,0,92,0,120,0,0,14,0,25,0,39
JHARKHAND,2005, CONSTABLES,1,5,2,0,9,0,17,0,0,0,0,8,0,8
KARNATAKA,2005, CONSTABLES,12,82,6,0,1,1,102,0,0,10,0,0,1,11
KERALA,2005, CONSTABLES,55,218,50,0,0,0,323,1,0,8,0,0,0,9
LAKSHADWEEP,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, CONSTABLES,29,79,10,1,1,0,120,11,0,23,0,0,0,34
MAHARASHTRA,2005, CONSTABLES,28,125,66,16,12,3,250,0,0,46,0,18,0,64
MANIPUR,2005, CONSTABLES,0,0,1,0,2,0,3,1,0,1,0,0,0,2
MEGHALAYA,2005, CONSTABLES,0,46,0,0,0,0,46,1,1,0,0,0,0,2
MIZORAM,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2005, CONSTABLES,1,2,0,0,9,1,13,0,2,3,0,1,0,6
PUDUCHERRY,2005, CONSTABLES,3,2,11,0,0,0,16,0,0,0,0,0,0,0
PUNJAB,2005, CONSTABLES,9,0,8,0,0,0,17,7,0,47,0,0,6,60
RAJASTHAN,2005, CONSTABLES,26,58,21,0,0,0,105,8,0,19,0,0,0,27
SIKKIM,2005, CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TAMIL NADU,2005, CONSTABLES,3,1,43,0,0,0,47,1,0,10,0,0,0,11
TRIPURA,2005, CONSTABLES,0,0,3,0,5,0,8,0,0,2,0,5,0,7
UTTAR PRADESH,2005, CONSTABLES,35,10,41,5,1,0,92,9,0,80,4,0,2,95
UTTARAKHAND,2005, CONSTABLES,0,0,7,0,0,0,7,3,0,11,0,0,0,14
WEST BENGAL,2005, CONSTABLES,9,141,52,7,14,0,223,1,2,11,0,0,0,14
ANDAMAN & NICOBAR ISLANDS,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, HEAD CONSTABLES,0,6,16,0,1,0,23,0,2,7,0,4,0,13
ARUNACHAL PRADESH,2005, HEAD CONSTABLES,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ASSAM,2005, HEAD CONSTABLES,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BIHAR,2005, HEAD CONSTABLES,0,0,2,0,0,1,3,0,0,0,0,2,0,2
CHANDIGARH,2005, HEAD CONSTABLES,0,3,2,0,0,0,5,0,0,2,0,0,0,2
CHHATTISGARH,2005, HEAD CONSTABLES,0,0,0,0,1,0,1,1,0,1,0,0,0,2
DADRA & NAGAR HAVELI,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, HEAD CONSTABLES,2,2,6,0,0,0,10,0,0,2,0,0,0,2
GOA,2005, HEAD CONSTABLES,1,6,0,0,0,0,7,0,0,0,0,0,0,0
GUJARAT,2005, HEAD CONSTABLES,1,0,9,0,0,0,10,0,0,10,0,0,0,10
HARYANA,2005, HEAD CONSTABLES,3,0,4,0,0,0,7,2,0,10,0,0,0,12
HIMACHAL PRADESH,2005, HEAD CONSTABLES,6,1,0,1,0,0,8,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005, HEAD CONSTABLES,0,7,0,0,10,0,17,0,0,1,0,2,0,3
JHARKHAND,2005, HEAD CONSTABLES,1,0,1,0,1,0,3,0,0,0,0,1,0,1
KARNATAKA,2005, HEAD CONSTABLES,3,13,34,0,0,2,52,0,0,0,0,0,5,5
KERALA,2005, HEAD CONSTABLES,12,28,4,0,0,0,44,0,0,0,0,0,0,0
LAKSHADWEEP,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, HEAD CONSTABLES,12,37,3,0,0,0,52,1,0,4,0,0,0,5
MAHARASHTRA,2005, HEAD CONSTABLES,11,22,38,2,3,0,76,0,0,17,0,2,0,19
MANIPUR,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005, HEAD CONSTABLES,0,7,0,0,0,0,7,0,0,0,0,0,0,0
MIZORAM,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ODISHA,2005, HEAD CONSTABLES,0,1,2,0,3,0,6,0,0,0,0,0,0,0
PUDUCHERRY,2005, HEAD CONSTABLES,0,1,4,0,0,0,5,0,0,0,0,0,0,0
PUNJAB,2005, HEAD CONSTABLES,1,0,6,0,0,0,7,3,0,16,0,0,1,20
RAJASTHAN,2005, HEAD CONSTABLES,2,5,0,0,0,0,7,1,0,3,0,0,0,4
SIKKIM,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005, HEAD CONSTABLES,1,7,41,1,0,0,50,0,0,26,0,1,0,27
TRIPURA,2005, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2005, HEAD CONSTABLES,2,1,11,0,2,0,16,2,0,10,1,0,0,13
UTTARAKHAND,2005, HEAD CONSTABLES,0,0,1,0,0,0,1,0,0,2,0,0,0,2
WEST BENGAL,2005, HEAD CONSTABLES,0,12,1,0,0,0,13,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, INSPECTORS,0,0,1,0,1,0,2,0,0,1,0,1,0,2
ARUNACHAL PRADESH,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2005, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
CHHATTISGARH,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, INSPECTORS,0,1,0,1,0,0,2,0,0,0,0,0,0,0
GOA,2005, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
GUJARAT,2005, INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HARYANA,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005, INSPECTORS,2,0,0,0,0,0,2,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005, INSPECTORS,0,0,0,0,3,0,3,0,0,1,0,1,0,2
JHARKHAND,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,2005, INSPECTORS,1,8,0,0,1,0,10,0,0,0,0,0,0,0
KERALA,2005, INSPECTORS,0,16,0,0,0,0,16,0,0,0,0,0,0,0
LAKSHADWEEP,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, INSPECTORS,4,1,0,0,0,0,5,1,0,0,0,0,0,1
MAHARASHTRA,2005, INSPECTORS,3,19,5,3,0,0,30,0,0,0,0,0,0,0
MANIPUR,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005, INSPECTORS,0,3,0,0,0,0,3,0,0,0,0,0,0,0
MIZORAM,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2005, INSPECTORS,0,0,1,0,1,0,2,0,0,0,0,0,0,0
PUDUCHERRY,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2005, INSPECTORS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
RAJASTHAN,2005, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
SIKKIM,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005, INSPECTORS,1,1,1,0,0,0,3,0,0,2,0,0,0,2
TRIPURA,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
UTTAR PRADESH,2005, INSPECTORS,0,0,2,0,0,0,2,0,0,1,0,0,0,1
UTTARAKHAND,2005, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005, INSPECTORS,0,9,1,0,0,0,10,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, GAZETTED OFFICERS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005, GAZETTED OFFICERS,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ASSAM,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,1,0,1,0,2
CHANDIGARH,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, GAZETTED OFFICERS,0,0,1,0,0,0,1,0,0,1,0,0,0,1
GOA,2005, GAZETTED OFFICERS,0,4,0,0,0,0,4,0,0,0,0,0,0,0
GUJARAT,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2005, GAZETTED OFFICERS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005, GAZETTED OFFICERS,0,0,0,0,6,0,6,0,0,0,0,0,0,0
JHARKHAND,2005, GAZETTED OFFICERS,0,1,0,0,0,0,1,0,0,0,0,1,0,1
KARNATAKA,2005, GAZETTED OFFICERS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
KERALA,2005, GAZETTED OFFICERS,1,5,1,0,0,0,7,0,0,0,0,0,0,0
LAKSHADWEEP,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, GAZETTED OFFICERS,2,5,0,0,2,0,9,0,0,0,0,0,0,0
MAHARASHTRA,2005, GAZETTED OFFICERS,0,7,1,0,0,0,8,0,1,1,0,0,0,2
MANIPUR,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005, GAZETTED OFFICERS,0,6,0,0,0,0,6,0,0,0,0,0,0,0
MIZORAM,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
