AREA_NAME,YEAR,CATEGORY,POLICE_INJURED_BY_CRIMINALS,POLICE_INJURED_BY_RIOTOUS_MOBS,POLICE_INJURED_IN_ACCIDENTS,POLICE_INJURED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_INJURED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_INJURED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_INJURED,POLICE_KILLED_BY_CRIMINALS,POLICE_KILLED_BY_RIOTOUS_MOBS,POLICE_KILLED_IN_ACCIDENTS,POLICE_KILLED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_KILLED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_KILLED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_KILLED
GUJARAT,2002, ASSISTANT SUB-INSPECTOS,2,33,2,1,1,0,39,0,0,15,0,0,0,15
HARYANA,2002, ASSISTANT SUB-INSPECTOS,1,1,3,0,0,0,5,1,1,2,0,0,0,4
HIMACHAL PRADESH,2002, ASSISTANT SUB-INSPECTOS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002, ASSISTANT SUB-INSPECTOS,1,0,0,0,7,0,8,1,0,0,0,5,0,6
JHARKHAND,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,2002, ASSISTANT SUB-INSPECTOS,0,19,4,1,0,0,24,1,0,0,0,0,0,1
KERALA,2002, ASSISTANT SUB-INSPECTOS,2,14,1,0,0,0,17,0,0,0,0,0,0,0
LAKSHADWEEP,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, ASSISTANT SUB-INSPECTOS,12,7,2,0,0,0,21,1,0,2,0,0,0,3
MAHARASHTRA,2002, ASSISTANT SUB-INSPECTOS,2,20,4,0,0,0,26,1,0,5,0,0,0,6
MANIPUR,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MEGHALAYA,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2002, ASSISTANT SUB-INSPECTOS,7,4,0,1,1,0,13,0,0,1,1,0,0,2
PUDUCHERRY,2002, ASSISTANT SUB-INSPECTOS,0,0,2,0,0,0,2,0,0,0,0,0,0,0
PUNJAB,2002, ASSISTANT SUB-INSPECTOS,1,0,3,0,0,0,4,1,0,10,0,0,0,11
RAJASTHAN,2002, ASSISTANT SUB-INSPECTOS,2,10,5,0,0,0,17,0,1,1,1,0,0,3
SIKKIM,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2002, ASSISTANT SUB-INSPECTOS,2,4,1,0,0,0,7,0,0,2,0,0,0,2
UTTARAKHAND,2002, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002, ASSISTANT SUB-INSPECTOS,4,13,15,6,1,0,39,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002, CONSTABLES,10,45,37,0,15,0,107,0,0,31,0,10,0,41
ARUNACHAL PRADESH,2002, CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASSAM,2002, CONSTABLES,1,2,1,1,24,15,44,1,0,3,1,10,0,15
BIHAR,2002, CONSTABLES,1,2,0,2,2,0,7,1,0,6,1,1,0,9
CHANDIGARH,2002, CONSTABLES,0,4,6,0,0,0,10,0,0,2,0,0,0,2
CHHATTISGARH,2002, CONSTABLES,0,0,3,0,9,0,12,2,0,2,1,3,0,8
DADRA & NAGAR HAVELI,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2002, CONSTABLES,18,34,14,3,0,0,69,0,1,8,0,0,0,9
GOA,2002, CONSTABLES,0,0,4,0,0,0,4,0,0,0,0,0,0,0
GUJARAT,2002, CONSTABLES,16,199,14,3,13,1,246,1,3,24,0,3,0,31
HARYANA,2002, CONSTABLES,1,29,12,0,0,0,42,0,0,18,0,0,0,18
HIMACHAL PRADESH,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,0,0,1
JAMMU & KASHMIR,2002, CONSTABLES,25,38,2,0,113,0,178,6,0,7,1,60,0,74
JHARKHAND,2002, CONSTABLES,0,3,0,0,32,0,35,3,0,1,0,18,0,22
KARNATAKA,2002, CONSTABLES,2,124,32,1,0,0,159,2,0,10,0,0,0,12
KERALA,2002, CONSTABLES,80,347,18,0,0,0,445,0,0,0,0,0,0,0
LAKSHADWEEP,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, CONSTABLES,83,25,25,8,0,0,141,4,0,19,0,0,0,23
MAHARASHTRA,2002, CONSTABLES,22,272,70,15,2,0,381,3,0,36,1,0,0,40
MANIPUR,2002, CONSTABLES,0,0,0,0,4,0,4,0,0,0,0,2,0,2
MEGHALAYA,2002, CONSTABLES,0,0,0,0,1,0,1,1,0,1,0,6,0,8
MIZORAM,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, CONSTABLES,0,0,3,0,0,0,3,0,0,0,0,3,0,3
ODISHA,2002, CONSTABLES,17,11,3,0,0,0,31,0,0,2,0,1,0,3
PUDUCHERRY,2002, CONSTABLES,1,0,9,0,0,0,10,0,0,1,0,0,0,1
PUNJAB,2002, CONSTABLES,9,0,8,0,0,0,17,4,0,38,0,0,0,42
RAJASTHAN,2002, CONSTABLES,121,117,20,1,0,0,259,1,0,19,0,0,0,20
SIKKIM,2002, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, CONSTABLES,7,25,40,3,0,0,75,0,0,20,0,0,0,20
TRIPURA,2002, CONSTABLES,0,0,0,0,24,0,24,0,0,1,0,30,0,31
UTTAR PRADESH,2002, CONSTABLES,35,18,27,4,2,0,86,11,0,37,5,0,0,53
UTTARAKHAND,2002, CONSTABLES,0,0,7,0,0,0,7,0,0,0,0,0,0,0
WEST BENGAL,2002, CONSTABLES,35,77,52,7,23,3,197,0,0,13,0,7,1,21
ANDAMAN & NICOBAR ISLANDS,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002, HEAD CONSTABLES,3,12,10,0,6,0,31,0,0,8,0,1,0,9
ARUNACHAL PRADESH,2002, HEAD CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASSAM,2002, HEAD CONSTABLES,0,0,0,0,1,2,3,0,0,0,0,1,1,2
BIHAR,2002, HEAD CONSTABLES,1,3,0,1,0,0,5,1,0,1,0,0,0,2
CHANDIGARH,2002, HEAD CONSTABLES,0,2,2,0,0,0,4,0,0,0,0,0,0,0
CHHATTISGARH,2002, HEAD CONSTABLES,0,0,1,2,2,0,5,2,0,0,1,2,0,5
DADRA & NAGAR HAVELI,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2002, HEAD CONSTABLES,0,7,5,2,0,0,14,1,0,3,0,0,0,4
GOA,2002, HEAD CONSTABLES,0,0,2,0,0,0,2,0,0,0,0,0,0,0
GUJARAT,2002, HEAD CONSTABLES,6,50,4,2,4,0,66,1,1,8,0,0,0,10
HARYANA,2002, HEAD CONSTABLES,0,10,2,0,0,0,12,0,1,6,0,0,1,8
HIMACHAL PRADESH,2002, HEAD CONSTABLES,0,0,2,0,0,0,2,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002, HEAD CONSTABLES,2,0,0,0,15,0,17,0,0,1,0,9,0,10
JHARKHAND,2002, HEAD CONSTABLES,0,0,0,0,4,0,4,0,0,0,0,5,0,5
KARNATAKA,2002, HEAD CONSTABLES,1,54,7,0,0,0,62,2,0,3,0,0,0,5
KERALA,2002, HEAD CONSTABLES,14,57,4,0,0,0,75,0,0,0,0,0,0,0
LAKSHADWEEP,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, HEAD CONSTABLES,38,11,8,1,0,0,58,3,0,8,0,0,0,11
MAHARASHTRA,2002, HEAD CONSTABLES,6,36,19,6,1,0,68,0,0,7,0,1,0,8
MANIPUR,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2002, HEAD CONSTABLES,3,0,3,0,0,0,6,0,0,1,0,0,0,1
PUDUCHERRY,2002, HEAD CONSTABLES,0,0,4,0,0,0,4,0,0,0,0,0,0,0
PUNJAB,2002, HEAD CONSTABLES,2,0,5,0,0,0,7,4,0,15,0,0,0,19
RAJASTHAN,2002, HEAD CONSTABLES,14,12,5,1,0,0,32,0,0,6,0,0,0,6
SIKKIM,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, HEAD CONSTABLES,23,8,41,4,0,0,76,0,8,11,0,0,0,19
TRIPURA,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,6,0,7
UTTAR PRADESH,2002, HEAD CONSTABLES,6,4,3,0,0,0,13,8,6,5,0,0,0,19
UTTARAKHAND,2002, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002, HEAD CONSTABLES,2,6,5,1,1,0,15,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002, INSPECTORS,4,2,0,2,0,0,8,0,0,0,0,1,0,1
ARUNACHAL PRADESH,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2002, INSPECTORS,0,1,0,0,0,0,1,0,1,0,0,0,0,1
CHANDIGARH,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2002, INSPECTORS,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2002, INSPECTORS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
GOA,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2002, INSPECTORS,1,22,2,1,0,0,26,0,0,0,0,0,0,0
HARYANA,2002, INSPECTORS,0,0,1,1,0,0,2,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002, INSPECTORS,2,0,0,0,5,0,7,0,0,0,0,0,0,0
JHARKHAND,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,3,0,3
KARNATAKA,2002, INSPECTORS,0,11,0,0,0,0,11,0,0,0,0,0,0,0
KERALA,2002, INSPECTORS,3,14,0,0,0,0,17,0,0,0,0,0,0,0
LAKSHADWEEP,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, INSPECTORS,15,3,1,3,0,0,22,0,0,0,0,0,0,0
MAHARASHTRA,2002, INSPECTORS,1,23,0,0,0,0,24,1,0,1,0,0,0,2
MANIPUR,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2002, INSPECTORS,2,6,0,0,0,0,8,0,0,0,0,0,0,0
SIKKIM,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, INSPECTORS,2,2,1,1,0,0,6,0,1,0,0,0,0,1
TRIPURA,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTTAR PRADESH,2002, INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
UTTARAKHAND,2002, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002, INSPECTORS,0,1,3,0,0,0,4,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002, GAZETTED OFFICERS,0,3,0,0,1,0,4,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,1,0,1,0,0,0,2
CHANDIGARH,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2002, GAZETTED OFFICERS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2002, GAZETTED OFFICERS,1,15,0,0,1,0,17,0,0,0,0,0,0,0
HARYANA,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2002, GAZETTED OFFICERS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002, GAZETTED OFFICERS,0,0,0,0,5,0,5,0,0,0,0,1,0,1
JHARKHAND,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,2002, GAZETTED OFFICERS,0,9,1,0,0,0,10,0,0,0,0,0,0,0
KERALA,2002, GAZETTED OFFICERS,0,9,1,0,0,0,10,0,0,0,0,0,0,0
LAKSHADWEEP,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, GAZETTED OFFICERS,10,1,1,8,0,0,20,1,0,0,0,0,0,1
MAHARASHTRA,2002, GAZETTED OFFICERS,0,18,0,0,0,0,18,0,0,1,0,0,0,1
MANIPUR,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MIZORAM,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2002, GAZETTED OFFICERS,5,0,0,0,0,0,5,0,0,1,0,0,0,1
PUDUCHERRY,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2002, GAZETTED OFFICERS,2,0,0,0,0,0,2,0,0,0,0,0,0,0
RAJASTHAN,2002, GAZETTED OFFICERS,4,8,0,0,0,0,12,0,0,2,0,0,0,2
SIKKIM,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, GAZETTED OFFICERS,0,1,1,0,0,0,2,0,0,1,0,0,0,1
TRIPURA,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTTAR PRADESH,2002, GAZETTED OFFICERS,0,2,0,1,0,0,3,0,0,0,0,0,0,0
UTTARAKHAND,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002, SUB-INSPECTORS,5,6,4,1,3,0,19,0,0,3,0,1,0,4
ARUNACHAL PRADESH,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002, SUB-INSPECTORS,1,1,0,0,4,0,6,0,0,0,0,0,0,0
BIHAR,2002, SUB-INSPECTORS,0,1,0,2,0,0,3,1,0,1,0,0,0,2
CHANDIGARH,2002, SUB-INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CHHATTISGARH,2002, SUB-INSPECTORS,0,1,0,0,1,0,2,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2002, SUB-INSPECTORS,2,3,2,1,0,0,8,0,0,1,0,0,0,1
GOA,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2002, SUB-INSPECTORS,0,25,0,2,3,1,31,0,0,2,0,0,0,2
HARYANA,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,2,0,0,0,2
HIMACHAL PRADESH,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2002, SUB-INSPECTORS,0,0,0,0,4,0,4,0,0,1,0,4,0,5
JHARKHAND,2002, SUB-INSPECTORS,0,0,0,0,2,0,2,0,0,0,0,3,0,3
KARNATAKA,2002, SUB-INSPECTORS,2,24,5,1,0,0,32,0,0,1,0,0,0,1
KERALA,2002, SUB-INSPECTORS,14,32,4,0,0,0,50,0,0,0,0,0,0,0
LAKSHADWEEP,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2002, SUB-INSPECTORS,19,2,3,1,0,0,25,0,0,1,0,0,0,1
MAHARASHTRA,2002, SUB-INSPECTORS,6,40,5,3,0,0,54,1,0,1,0,1,0,3
MANIPUR,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MEGHALAYA,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2002, SUB-INSPECTORS,4,3,0,1,0,0,8,0,0,0,0,0,0,0
PUDUCHERRY,2002, SUB-INSPECTORS,0,0,2,0,0,0,2,0,0,0,0,0,0,0
PUNJAB,2002, SUB-INSPECTORS,1,0,1,0,0,0,2,0,0,1,0,0,0,1
RAJASTHAN,2002, SUB-INSPECTORS,4,11,5,0,0,0,20,0,0,2,0,0,0,2
SIKKIM,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002, SUB-INSPECTORS,9,9,7,2,0,0,27,0,1,1,0,0,0,2
TRIPURA,2002, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,2,0,2
UTTAR PRADESH,2002, SUB-INSPECTORS,4,2,3,4,1,0,14,0,0,5,0,1,0,6
UTTARAKHAND,2002, SUB-INSPECTORS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WEST BENGAL,2002, SUB-INSPECTORS,4,16,7,1,2,0,30,0,0,2,0,1,0,3
ANDAMAN & NICOBAR ISLANDS,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, ASSISTANT SUB-INSPECTOS,0,0,4,0,0,0,4,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2003, ASSISTANT SUB-INSPECTOS,0,2,0,0,1,0,3,2,0,0,0,2,0,4
CHANDIGARH,2003, ASSISTANT SUB-INSPECTOS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
CHHATTISGARH,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,1,0,1,1,0,1,0,1,0,3
DADRA & NAGAR HAVELI,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, ASSISTANT SUB-INSPECTOS,0,3,3,1,0,0,7,0,0,1,0,0,0,1
GOA,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2003, ASSISTANT SUB-INSPECTOS,0,5,0,0,0,0,5,0,0,12,1,0,0,13
HARYANA,2003, ASSISTANT SUB-INSPECTOS,0,6,1,0,0,0,7,1,0,3,0,0,0,4
HIMACHAL PRADESH,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003, ASSISTANT SUB-INSPECTOS,2,0,0,0,4,0,6,1,0,0,0,3,0,4
JHARKHAND,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,2003, ASSISTANT SUB-INSPECTOS,2,17,1,0,0,0,20,1,0,1,0,0,0,2
KERALA,2003, ASSISTANT SUB-INSPECTOS,2,11,1,0,0,0,14,0,0,0,0,0,0,0
LAKSHADWEEP,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, ASSISTANT SUB-INSPECTOS,10,10,6,0,0,0,26,1,0,1,1,0,0,3
MAHARASHTRA,2003, ASSISTANT SUB-INSPECTOS,4,15,9,2,0,0,30,0,0,8,0,0,0,8
MANIPUR,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,1,0,1,0,2
MEGHALAYA,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MIZORAM,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2003, ASSISTANT SUB-INSPECTOS,6,2,0,0,0,0,8,0,0,0,0,1,0,1
PUDUCHERRY,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2003, ASSISTANT SUB-INSPECTOS,0,0,1,0,0,0,1,2,0,6,0,0,0,8
RAJASTHAN,2003, ASSISTANT SUB-INSPECTOS,0,0,2,0,0,0,2,1,0,3,0,0,0,4
SIKKIM,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,2,0,2,0,0,0,0,1,0,1
UTTAR PRADESH,2003, ASSISTANT SUB-INSPECTOS,2,0,1,0,0,0,3,0,0,0,0,0,0,0
UTTARAKHAND,2003, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,3,0,0,0,3
WEST BENGAL,2003, ASSISTANT SUB-INSPECTOS,2,30,8,6,4,0,50,0,0,2,0,0,0,2
ANDAMAN & NICOBAR ISLANDS,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, CONSTABLES,0,20,62,0,7,0,89,0,1,24,1,13,0,39
ARUNACHAL PRADESH,2003, CONSTABLES,3,0,0,0,0,0,3,0,0,0,0,0,0,0
ASSAM,2003, CONSTABLES,0,3,0,0,0,0,3,0,0,0,0,2,0,2
BIHAR,2003, CONSTABLES,2,1,0,2,11,0,16,3,0,1,0,0,0,4
CHANDIGARH,2003, CONSTABLES,0,16,11,0,0,0,27,0,0,1,0,0,0,1
CHHATTISGARH,2003, CONSTABLES,1,0,0,0,3,0,4,3,0,2,0,14,0,19
DADRA & NAGAR HAVELI,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, CONSTABLES,8,30,27,1,0,1,67,0,0,6,0,0,0,6
GOA,2003, CONSTABLES,2,0,2,0,0,0,4,0,0,0,0,0,0,0
GUJARAT,2003, CONSTABLES,2,31,1,1,0,0,35,1,0,32,2,0,0,35
HARYANA,2003, CONSTABLES,2,6,10,0,0,0,18,3,0,13,0,0,0,16
HIMACHAL PRADESH,2003, CONSTABLES,0,0,0,0,0,0,0,4,0,0,0,0,0,4
JAMMU & KASHMIR,2003, CONSTABLES,47,12,3,0,63,0,125,7,0,4,0,26,0,37
JHARKHAND,2003, CONSTABLES,0,1,0,0,3,0,4,0,0,2,1,10,0,13
KARNATAKA,2003, CONSTABLES,12,60,19,0,0,1,92,4,0,9,1,0,0,14
KERALA,2003, CONSTABLES,36,348,30,3,0,4,421,0,1,0,0,1,0,2
LAKSHADWEEP,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, CONSTABLES,55,50,20,0,0,0,125,3,0,15,0,0,0,18
MAHARASHTRA,2003, CONSTABLES,49,216,71,12,0,0,348,3,0,43,0,7,0,53
MANIPUR,2003, CONSTABLES,0,0,0,0,7,0,7,0,0,0,4,4,0,8
MEGHALAYA,2003, CONSTABLES,1,0,2,0,0,0,3,1,0,1,0,1,0,3
MIZORAM,2003, CONSTABLES,0,0,0,0,1,0,1,0,0,0,0,1,0,1
NAGALAND,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
